Title,Artist.s.,Year,Rank,lyrics_url,lyrics,phrase_repetition,title_repetition_count
West End Girls,Pet Shop Boys,1986,15,https://www.songlyrics.com/pet-shop-boys/west-end-girls-lyrics/,"Sometimes you're better off dead
There's a gun in your hand and it's pointing at your head
You think you're mad, too unstable
Kicking in chairs and knocking down tables
In a restaurant in a West End town
Call the police, there's a madman around
Running down underground
To a dive bar in a West End town
In a West End town, a dead-end world
The East End boys and West End girls
In a West End town, a dead-end world
The East End boys and West End girls
West End girls
Too many shadows, whispering voices
Faces on posters, too many choices
If, when, why, what, how much have you got?
Have you got it, do you get it, if so, how often?
And which do you choose, a hard or soft option?
(How much do you need?)
In a West End town, a dead-end world
The East End boys and West End girls
In a West End town, a dead-end world
The East End boys and West End girls
West End girls
West End girls
(How much do you need?)
In a West End town, a dead-end world
The East End boys and West End girls
Ooh, West End town, a dead-end world
East End boys, West End girls
West End girls","west end; end girls; in a; a west; a dead-end; dead-end world; east end; end town,; town, a; and west",10
Therell Be Sad Songs (To Make You Cry),Billy Ocean,1986,16,https://www.songlyrics.com/billy-ocean/therell-be-sad-songs-to-make-you-cry-lyrics/,"Sometimes I wonder by the look in your eyes
When I'm standing beside you
There's a fever burning deep inside
Is there another in your memory
Do you think of that someone
When you hear that special melody?
I always stop and think of you especially
When the words of a love song
Touch the very heart of me
There'll be sad songs to make you cry
Love songs often do
They can touch the heart of someone new
Saying I love you
I often wonder how it could be you loving me
Two hearts in perfect harmony
I'll count the hours until that day
A rhapsody plays a melody for you and me
Until the moment that you give your love to me
You're the one I care for
The one that I would wait for
There'll be sad songs to make you cry
Love songs often do
They can touch the heart of someone new
Saying I love you
There'll be sad songs to make you cry
Love songs often do
They can touch the heart of someone new
Saying I love you
Oh, mmm, you're my desire, you take me higher
My love is like a river running so deep
I always stop and think of you especially
When the words of a love song
Touch the very heart of me
There'll be sad songs to make you cry
Love songs often do
They can touch the heart of someone new
Saying I love you
There'll be sad songs to make you cry
Love songs often do
They can touch the heart of someone new
Saying I love you
Doo, doo, doo, doo, doo
Doo, doo, doo, doo, doo
Oooh, saying I love you
I love you","heart of; i love; love you; touch the; doo, doo,; saying i; be sad; can touch; cry love; do they",0
Alive and Kicking,Simple Minds,1986,17,https://www.songlyrics.com/simple-minds/alive-and-kicking-lyrics/,"You turn me on, you lift me up


Like the sweetest cup I'd share with you


You lift me up, don't you ever stop, I'm here with you


Now it's all or nothing 'cause you say you'll follow through


You follow me and I, I, I follow you


What you gonna do when things go wrong?


What you gonna do when it all cracks up?


What you gonna do when the love burns down?


What you gonna do when the flames go up?


Who is gonna come and turn the tide?


What's it gonna take to make a dream survive?


Who's got the touch to calm the storm inside?


Who's gonna save you?


Alive and kicking


Stay until your love is, alive and kicking


Stay until your love is, until your love is, alive


Oh, you lift me up to the crucial top, so I can see


Oh, you lead me on, till the feelings come


And the lights that shine on but if that don't mean nothing


Like if someday it should fall through


You'll take me home where the magic's from and I'll be with you


What you gonna do when things go wrong?


What you gonna do when it all cracks up?


What you gonna do when the love burns down?


What you gonna do when the flames go up?


Who is gonna come and turn the tide?


What's it gonna take to make a dream survive?


Who's got the touch to calm the storm inside?


Don't say goodbye, don't say goodbye


In the final seconds who's gonna save you?


Oh, alive and kicking


Stay until your love is, love is, alive and kicking


Oh, alive and kicking


Stay until your love is, love is, alive and kicking


Alive and kicking


Stay until your love is, alive and kicking


Stay until your love is, alive and kicking","alive and; and kicking; love is,; do when; gonna do; what you; you gonna; until your; your love; is, alive",9
Never,Heart,1986,18,https://www.songlyrics.com/heart/never-lyrics/,"Hey baby, I'm talking to you
Stop yourself and listen
Some things you can never choose
Even if you try, yeah
You're bangin' your head again
'Cause somebody won't let you in
One chance, one love
Your chance to let me know
We can't go on just running away
If we stay any longer we will surely never get away
Anything you want we can make it happen
Stand up and turn around, never let them shoot us down
Never, never, never, never run away
Hey baby, you know it's true
Why you bother lying
When you know that you want it too
Don't you dare deny me
Now walk those legs right over here
Give me what I'm dying for
One chance, one love
Hold me down, never let me go
We can't go on just running away
If we wait any longer, we will surely never get away
Anything you want we can make it happen
Stand up and turn around, never let them shoot us down
Never, never, never, never run away
Never, never, never, never run away
Hey baby, I'm talking to you
Stop yourself and listen
Some things you can never, never choose
Even if you try, yeah
You're bangin' your head again
'Cause somebody won't let you in
One chance, one love
Your chance to let me know
We can't go on just running away
If we stay any longer, we will surely never get away
Ohh never, ohh never
We can't go on, never, we can't go on, never
Ohh n-never, ohh never
We can't go on, never, we can't go on, never
Ohh never, ohh never","can't go; we can't; never, never,; go on,; never, never; away if; chance, one; get away; go on; hey baby,",31
Kiss,Prince and The Revolution,1986,19,https://www.songlyrics.com/prince-and-the-revolution/kiss-lyrics/,"You don't have to be beautiful
To turn me on
I just need your body baby
From dusk till dawn
You don't need experience
To turn me out
You just leave it all up to me
I'm gonna show you what it's all about
You don't have to be rich
To be my girl
You don't have to be cool
To rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your
Kiss,
Oh oh
You got to not talk dirty, baby
If you want to impress me
You can't be to flirty, mama
I know how to undress me, yeah
I want to be your fantasy
Maybe you could be mine
You just leave it all up to me
We could have a good time
Don't have to be rich
To be my girl
Don't have to be cool
To rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your
Kiss
Yes, oh oh oh
Ah
I think I want to dance, uhh, ooohh
Gotta, gotta, oh
Little girl Wendy's parade
Gotta, gotta, gotta
Women not girls rule my world
I said they rule my world
Act your age, mama (not your shoe size)
Not your shoe size
Maybe we could do the twirl
You don't have to watch Dynasty
To have an attitude
You just leave it all up to me
My love will be your food
Yeah
You don't have to be rich
To be my girl
You don't have to be cool
To rule my world
Ain't no particular sign I'm more compatible with
I just want your extra time and your
Kiss",to be; don't have; have to; you don't; my world; rule my; i just; ain't no; all up; and your,3
Higher Love,Steve Winwood,1986,20,https://www.songlyrics.com/steve-winwood/higher-love-lyrics/,"Think about it, there must be higher love
Down in the heart or hidden in the stars above
Without it, life is wasted time
Look inside your heart, I'll look inside mine
Things look so bad everywhere
In this whole world, what is fair?
We walk blind and we try to see
Falling behind in what could be
Bring me a higher love
Bring me a higher love, oh
Bring me a higher love
Where's that higher love, I keep thinking of?
Worlds are turning and we're just hanging on
Facing our fear and standing out there alone
A yearning, and it's real to me
There must be someone who's feeling for me
Things look so bad everywhere
In this whole world, what is fair?
We walk blind and we try to see
Falling behind in what could be
Bring me a higher love
Bring me a higher love, oh
Bring me a higher love
Where's that higher love, I keep thinking of?
Bring me a higher love
Bring me a higher love, oh
Bring me a higher love
I could rise above on a higher love
I will wait for it, I'm not too late for it
Until then, I'll sing my song
To cheer the night along
I could light the night up with my soul on fire
I could make the sun shine from pure desire
Let me feel that love come over me
Let me feel how strong it could be
Bring me a higher love
Bring me a higher love, oh
Bring me a higher love
Where's that higher love, I keep thinking of?
Bring me a higher love
Bring me a higher love, oh
Bring me a higher love","a higher; bring me; me a; higher love; higher love,; love bring; love, oh; oh bring; be bring; could be",20
Walk Like An Egyptian,The Bangles,1987,1,https://www.songlyrics.com/the-bangles/walk-like-an-egyptian-lyrics/,"All the old paintings on the tomb
They do the sand dance, don't you know
If they move too quick (oh way oh)
They're falling down like a domino
All the bazaar men by the Nile
They got the money on a bet
Gold crocodiles (oh way oh)
They snap their teeth on your cigarette
Foreign types with the hookah pipes say
Way oh way oh, way oh way oh
Walk like an Egyptian
The blonde waitresses take their trays
They spin around and they cross the floor
They've got the moves (oh way oh)
You drop your drink
Then they bring you more
All the school kids so sick of books
They like the punk and the metal band
When the buzzer rings (oh way oh)
They're walking like an Egyptian
All the kids in the marketplace say
Way oh way oh, way oh way oh
Walk like an Egyptian
Slide your feet up the street
Bend your back
Shift your arm, then you pull it back
Life is hard you know (oh way oh)
So strike a pose on a Cadillac
If you want to find all the cops
They're hanging out in the donut shop
They sing and dance (oh way oh)
They spin the clubs cruise down the block
All the Japanese with their yen
The party boys call the Kremlin
And the Chinese know (oh way oh)
They walk the line like Egyptian
All the cops in the donut shop say
Way oh way oh, way oh way oh
Walk like an Egyptian
Walk like an Egyptian
Walk like an Egyptian",way oh; (oh way; all the; way oh); an egyptian; like an; oh way; walk like; in the; oh walk,5
Alone,Heart,1987,2,https://www.songlyrics.com/heart/alone-lyrics/,"I hear the ticking of the clock
I'm lying here the room's pitch dark
I wonder where you are tonight
No answer on the telephone
And the night goes by so very slow
Oh I hope that it won't end though
Alone
Till now I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone
How do I get you alone
You don't know how long I have wanted
To touch your lips and hold you tight, oh
You don't know how long I have waited
and I was going to tell you tonight
But the secret is still my own
and my love for you is still unknown
Alone
Till now I always got by on my own
I never really cared until I met you
And now it chills me to the bone
How do I get you alone
How do I get you alone
How do I get you alone
How do I get you alone
Alone, alone",do i; get you; how do; i get; you alone; alone how; my own; alone till; always got; and now,10
Shake You Down,Gregory Abbott,1987,3,https://www.songlyrics.com/gregory-abbott/shake-you-down-lyrics/,"Oh hoo
Yeah!
Girl - I've been watching you
From so far across the floor now, baby
That's nothing new
I've watched you - so many times before now, baby
I see that look in your eyes
(looking in your eyes)
And what its telling me
And you know - oooh girl that I'm not shy
I'm glad you picked up - on my telepathy, now baby
You read my mind (You know you did)
Girl I wanna shake you down (well, well)
I can give you all the loving you need
(I'm gonna love you)
Come on let me take you down (oh, baby)
We'll go all the way to Heaven
Ooooh - I've been missing you
And the way you make me feel inside
What can I do?
I can tell you've got your pride now, baby (ooh)
Coooome to me (well, well)
Let me ease your mind (oh babe)
I've got the remedy, heh, yes I do
Now give me just a little - tiiiime
You read my mind
Girl I wanna shake you down
(I wanna rock you down)
I can give you all the loving you need
(I'm gonna love you)
Come on let me take you down
(well, well)
We'll go all the way to Heaven
...
Girl - I've been missing you
And you know - its funny Everytime I get to feelin this way
I wish I had you near me
I wanna reach out and touch you
...
I can't stop thinking of the things we do
The way you call me baby when I'm holding you
I shake and I shiver when I know your near
Then you whisper in my ear (oh, baby - well, well)
...
You read my mind (You know you did)
Girl I wanna shake you down (oh, baby)
I can give you all the loving you need (ohhhh)
Come on let me take you down (well, well)
We'll go all the way to Heaven
(Eenie meenie minee moe)
You read my mind
(Come on, girl, let's shock this show)
Girl I wanna shake you down
(ohhhh)
I can give you all the loving you need
(Roses are red & violets are blue)
Come on let me take you down
(I'm gonna rock this world for you) (hey, baby)
We'll go all the way to Heaven
You read my mind
Girl, I wanna shake you down
I can give you all the loving you need...
(fade out)",all the; you down; i can; i wanna; the way; can give; give you; let me; loving you; my mind,5
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,4,https://www.songlyrics.com/whitney-houston/i-wanna-dance-with-somebody-who-loves-me-lyrics/,"Clock strikes upon the hour


And the sun begins to fade,


Still enough time to figure out


How to chase my blues away,


I've done alright up to now


It's the light of day that shows me how


And when the night falls, my loneliness calls


Chorus:


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


I've been in love and lost my senses


Spinning through the town,


Sooner or later, the fever ends


And I wind up feeling down


I need a man who'll take that chance,


On a love that burns hot enough to last


So when the night falls,


My lonely heart calls


Chorus:


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


Somebody who, somebody who,


Somebody who loves me yeah


Somebody who, somebody who


To hold me in his arms, oh


I need a man who'll take that chance,


On a love that burns hot enough to last


So when the night falls,


My lonely heart calls


Chorus:


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


Oh, I wanna dance with somebody,


I wanna feel the heat with somebody


Yeah, I wanna dance with somebody,


With somebody who loves me


Don'tcha wanna dance with me baby?


Dontcha wanna dance with me boy?


Hey, don'tcha wanna dance with me, baby?


With somebody who loves me


Don'tcha wanna dance, say you wanna dance


Don'tcha wanna dance,


Don'tcha wanna dance, say you wanna dance,


Don'tcha wanna dance,


Don'tcha wanna dance, say you wanna dance,


With somebody who loves me,


Dance.","i wanna; wanna dance; dance with; with somebody; with somebody,; somebody who; who loves; loves me; don'tcha wanna; wanna dance,",0
Nothings Gonna Stop Us Now,Starship,1987,5,https://www.songlyrics.com/starship/nothings-gonna-stop-us-now-lyrics/,"Lookin' in your eyes i see a paradise
this world that i've found is too good to be true
standin' here beside ya, want so much to give you
this love in my heart that i'm feelin' for you
Let 'em say we're crazy, i don't care about that
put your hand in my hand, baby, don't ever look back
let the world around us just fall apart
baby, we can make it if we're heart-to-heart
And we can build this dream together
standing strong forever
nothing's gonna stop us now
and if this world runs out of lovers
we'll still have each other
nothing's gonna stop us, nothing's gonna stop us now, whoa no
I'm so glad i found you, i'm not gonna lose you
whatever it takes, i will stay here with you
take you to the good times, see you through the bad times
whatever it takes is what i'm gonna do
Let 'em say we're crazy, what do they know?
put your arms around me, baby, don't ever let go
let the world around us just fall apart
baby, we can make it if we're heart-to-heart
And we can build this dream together
standing strong forever
nothing's gonna stop us now
and if this world runs out of lovers
we'll still have each other
nothing's gonna stop us, nothing's gonna stop us, ooh
All that i need is you
all that i ever need
all that i want to do
is hold you forever, forever and ever
And we can build this dream together
standing strong forever
nothing's gonna stop us now
and if this world runs out of lovers
we'll still have each other
nothing's gonna stop us, nothing's gonna stop us
Build this dream together
standing strong forever
nothing's gonna stop us now
and if this world runs out of lovers
we'll still have each other
nothing's gonna stop us now
And we can build this dream together
standing strong forever
nothing's gonna stop us now
and if this world runs out of lovers
we'll still have each other
nothing's gonna stop us, nothing's gonna stop us
Fade",gonna stop; nothing's gonna; stop us; now and; this world; us now; we can; and if; build this; dream together,0
Cest La Vie,Robbie Nevil,1987,6,https://www.songlyrics.com/robbie-nevil/cest-la-vie-lyrics/,"Got a job that's okay
But they got me working night and day
Punching in, punching out
Is this really what life's all about?
(What'cha gonna do, what'cha gonna feel?)
I don't know
(What'cha gonna feel, what'cha gonna do?)
Ooh, won't someone tell me
(What'cha wanna say, what'cha wanna do?)
There's only one thing left to say
(What'cha wanna say, what'cha wanna say?)
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Oh, yeah
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Baby's gone, all alone
Are you sad because you're on your own?
Get that girl, party down
There's so many good ones still around
(What'cha gonna do, what'cha gonna feel?)
I don't know
(What'cha gonna feel, what'cha gonna do?)
Ooh, won't someone tell me
(What'cha wanna say, what'cha wanna do?)
I guess there's just one thing to say
(What'cha wanna say, what'cha wanna say?)
Woo
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Oh, yeah, ooh
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Oh
Hey it's J.J, what you been doin'
You say your car broke down, the thing just isn't movin'
J.J.J., don't you know
When you're down there's just one way to go
Now sing it
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Sometimes
(C'est la vie, c'est la vie)
That's just the way it goes
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
Ooh, yeah
(C'est la vie, c'est la vie)
Oh, that's just the way it goes
(That's life)
You know it
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)","(c'est la; c'est la; it goes; just the; la vie,; la vie); that's just; the way; vie, c'est; way it",0
Here I Go Again,Whitesnake,1987,7,https://www.songlyrics.com/whitesnake/here-i-go-again-lyrics/,"No, I don't know where I'm going
But, I sure know where I've been
Hanging on the promises
In the songs of yesterday
An' I've made up my mind
I ain't wasting no more time
Though I keep searching for an answer
I never seem to find what I'm looking for
Oh Lord, I pray
You give me strength to carry on
'Cos I know what it means
To walk along the lonely street of dreams
An' here I go again on my own
Goin' down the only road I've ever known
Like a drifter I was born to walk alone
An' I've made up my mind
I ain't wasting no more time
I'm just another heart in need of rescue
Waiting on love's sweet charity
An' I'm gonna hold on
For the rest of my days
'Cos I know what it means
To walk along the lonely street of dreams
An' here I go again on my own
Goin' down the only road I've ever known
Like a drifter I was born to walk alone
An' I've made up my mind
I ain't wasting no more time
But, here I go again
Here I go again
Here I go again
Ooh baby, ooh yeah
An' I've made up my mind, baby
I ain't wasting no more time
An' here I go again on my own
Goin' down the only road I've ever known
Like a drifter I was born to walk alone
'Cos I know what it means
To walk along the lonely street of dreams
An' here I go again on my own
Goin' down the only road I've ever known
Like a drifter I was born to walk alone",go again; here i; i go; to walk; a drifter; again on; ain't wasting; an' here; an' i've; born to,7
The Way It Is,Bruce Hornsby and the Range,1987,8,https://www.songlyrics.com/bruce-hornsby-and-the-range/the-way-it-is-lyrics/,"Bruce Hornsby And The Range
Miscellaneous
The Way It Is
Standing in line marking time-


Waiting for the welfare dime


'Cause they can't buy a job


The man in the silk suit hurries by


As he catches the poor ladies' eyes


Just for fun he says ""get a job""


CHORUS


That's just the way it is


Some things will never change


That's just the way it is


But don't you believe them


They say he little boy you can't go


Where the others go


'Cause you don't look like they do


Said hey old man how can you stand


To think that way


Did you really think about it


Before you made the rules


He said, Son


CHORUS


Well they passed a law in '64


To give those who ain't got a little more


But it only goes so far


Because the law don't change another's mind


When all it sees at the hiring time


Is the line on the color bar


CHORUS","it is; the way; way it; just the; that's just; '64 to; 'cause they; 'cause you; ""get a; a job",3
Shakedown,Bob Seger,1987,9,https://www.songlyrics.com/bob-seger/shakedown-lyrics/,"No matter what you think you pull you'll find it's not enough
No matter who you think you know you won't get through
It's a given L.A law, someone's faster on the draw
No matter where you hide I'm comin' after you, yeah
No matter how the race is run it always ends the same
Another room without a view awaits downtown
You can shake me for a while, live it up in style
No matter what you do I'm gonna take you down
Shakedown, breakdown, takedown
Everybody wants into the crowded line
Breakdown, takedown, you're busted
Let down your guard honey
Just about the time you're thinkin' it's alright
Breakdown, takedown, you're busted
This is a town where everyone is reachin' for the top
This is a place where second best will never do
It's okay to want to shine but once you step across that line
No matter where you hide I'm comin' after you
Shakedown, breakdown, takedown
Everybody wants into the crowded line
Breakdown, takedown, you're busted
Shakedown, breakdown honey
Just about the time you're thinkin' it's alright
Breakdown, takedown, you're busted, oh you're busted
Shakedown, breakdown, takedown
Everybody wants into the crowded line
Breakdown, takedown, you're busted
Shakedown, breakdown honey
Just about the time you're thinkin' it's alright
Breakdown, takedown, you're busted
Shakedown, breakdown, takedown
Everybody wants into the crowded line
Breakdown, takedown, you're busted
Let down your guard honey
Just about the time you're thinkin' it's alright
Breakdown, takedown, oh you're busted
Shakedown, breakdown, takedown
Everybody wants into the crowded line
Breakdown, takedown, you're busted
Let down your guard honey
Just about the time you're thinkin' it's alright
Breakdown, takedown, you're busted","breakdown, takedown,; you're busted; takedown, you're; no matter; about the; alright breakdown,; breakdown, takedown; busted shakedown,; crowded line; everybody wants",7
Livin on a Prayer,Bon Jovi,1987,10,https://www.songlyrics.com/bon-jovi/livin-on-a-prayer-lyrics/,"Once upon a time


Not so long ago


Tommy used to work on the docks, union's been on strike


He's down on his luck it's tough, so tough


Gina works the diner all day, working for her man


She brings home her pay for love, for love


She says we've got to hold on to what we've got


It doesn't make a difference if we make it or not


We've got each other and that's a lot


For love we'll give it a shot


Whoa, we're half way there


Whoa, livin' on a prayer


Take my hand and we'll make it I swear


Whoa livin' on a prayer


Tommy's got his six string in hock, now he's holding in what he used


To make it talk so tough, it's tough


Gina dreams of running away, when she cries in the night


Tommy whispers baby it's okay, someday


We've got to hold on to what we've got


It doesn't make a difference if we make it or not


We've got each other and that's a lot


For love we'll give it a shot


Whoa, we're half way there


Whoa, livin' on a prayer


Take my hand and we'll make it I swear


Whoa livin' on a prayer, livin' on a prayer


We've got to hold on ready or not


You live for the fight when that's all that you've got


Whoa, we're half way there


Whoa, livin' on a prayer


Take my hand and we'll make it I swear


Whoa livin' on a prayer


Whoa, we're half way there


Whoa, livin' on a prayer


Take my hand and we'll make it I swear


Whoa livin' on a prayer


Whoa, we're half way there


Whoa, livin' on a prayer


Take my hand and we'll make it I swear",livin' on; on a; a prayer; make it; we've got; and we'll; half way; hand and; i swear; it i,0
La Bamba,Los Lobos,1987,11,https://www.songlyrics.com/los-lobos/la-bamba-lyrics/,"Para bailar la bamba
Para bailar la bamba se necesita una poca de gracia
Una poca de gracia para mÃ­ para tÃ­ y arriba y arriba
Y arriba y arriba por tÃ­ serÃ©, por tÃ­ serÃ©, por tÃ­ serÃ©
Yo no soy marinero
Yo no soy marinero
Soy capitan, soy capitan, soy capitan
Bamba bamba
Bamba bamba
Bamba bamba
Para bailar la bamba
Para bailar la bamba se necesita una poca de gracia
Una poca de gracia para mÃ­ para tÃ­ y arriba y arriba
Para bailar la bamba
Para bailar la bamba se necesita una poca de gracia
Una poca de gracia para mÃ­ para tÃ­ y arriba y arriba
Y arriba y arriba por tÃ­ serÃ©, por tÃ­ serÃ©, por tÃ­ serÃ©
Bamba bamba
Bamba bamba
Bamba bamba
Bamba bamba",bamba bamba; y arriba; arriba y; bailar la; de gracia; la bamba; para bailar; poca de; por tã­; una poca,6
Everybody Have Fun Tonight,Wang Chung,1987,12,https://www.songlyrics.com/wang-chung/everybody-have-fun-tonight-lyrics/,"I'll drive a million miles
To be with you tonight
So if you're feeling low
Turn up your radio
The words we use are strong
They make reality
But now the music's on
Oh, baby dance with me, yeah
Rip it up, move down
Rip it up, move it down to the ground
Rip it up, cool down
Rip it up, don't hang me on the borderline
Everybody have fun tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun
Deep in the world tonight
Our hearts beat safe and sound
I'll hold you so close
Just let yourself go down
Rip it up, move down
Rip it up, move it down to the ground
Rip it up, cool down
Rip it up, get out what's inside of you
Everybody have fun tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun tonight
Everybody have fun
On the edge of oblivion
And all the world is Babylon
And all the love and everyone
A ship of fools sailing on
(Everybody)
Everybody have fun tonight
(Everybody)
Everybody have fun tonight
Across the nation
Around the world
Everybody have fun tonight
A celebration so spread the word
Everybody, everyone
Everybody, everyone
Everybody, everyone
Everybody have fun tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun tonight
Everybody wang chung tonight
Everybody have fun tonight
Everybody have fun
Everybody, everyone
Everybody, everyone
Everybody, everyone
Everybody, everyone","everybody have; have fun; tonight everybody; fun tonight; it up,; rip it; everybody, everyone; chung tonight; everybody wang; wang chung",14
Dont Dream Its Over,Crowded House,1987,13,https://www.songlyrics.com/crowded-house/dont-dream-its-over-lyrics/,"There is freedom within
There is freedom without
Try to catch the deluge in a paper cup
There's a battle ahead
Many battles are lost
But you'll never see the end of the road
While you're travelling with me
Hey now, Hey now
Don't dream it's over
Hey now, Hey now
When the world comes in
They come, they come
To build a wall between us
We know they won't win
Now I'm towing my car
There's a hole in the roof
My possessions are causing me suspicion But there's no proof
In the paper today
Tales of war and of waste
But you turn right over to the T.V page
Hey now, Hey now
Don't dream it's over
Hey now, hey now
When the world comes in
They come, they come
To build a wall between us
We know they won't win
Now I'm walking again
To the beat of a drum
And I'm counting the steps to the door of your heart
Only shadows ahead
Barely clearing the roof
Get to know the feeling of liberation and relief
Hey now, Hey now
Don't dream it's over
Hey now, Hey now
When the world comes in
They come, they come
To build a wall between us
You know they won't win
Don't let them win
Hey now, Hey now
Hey now, Hey now
Hey now, Hey now
Don't let them win (They come, They come)
Don't let them win (Hey now, Hey now)","now, hey; hey now; hey now,; come, they; now don't; a wall; between us; build a; come to; comes in",0
Always,Atlantic Starr,1987,14,https://www.songlyrics.com/atlantic-starr/always-lyrics/,"Girl you are to me
All that a woman should be
And I dedicate my life to you
Always
A love like yours is rare
It must have been sent from up above
And I know you'll stay this way
For always
And we both know
That our love will grow
And forever, it will be
You and me hey
Oh, you're like the sun
Chasing all the rain away
When you come around
You bring brighter days
You're the perfect one
For me, and you forever will be
And I will love you so
For always
Come with me my sweet
Let's go make a family
And they will bring us joy
For always
Oh boy I love you so
I can't find enough ways to let you know
But you can be sure I'm yours
For always
And we both know
That our love will grow
And forever, it will be
You and me hey
Oh, you're like the sun
Chasing all the rain away
When you come around
You bring brighter days
You're the perfect one
For me, and you forever will be
And I will love you so
For always
Hey oh, you're like the sun
Chasing all the rain away
When you come around
You bring brighter days
You're the perfect one
For me, and you forever will be
And I will love you so
For always
Oh oh I will love you so
For always",for always; and i; love you; will be; you so; be and; i will; so for; will love; all the,8
With or Without You,U2,1987,15,https://www.songlyrics.com/u2/with-or-without-you-lyrics/,"See the stone set in your eyes
See the thorn twist in your side
I wait for you
Sleight of hand and twist of fate
On a bed of nails she makes me wait
And I wait without you
With or without you
With or without you
Through the storm we reach the shore
You give it all but I want more
And I'm waiting for you
With or without you
With or without you
I can't live, with or without you
And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away
My hands are tied
My body bruised, she got me with
Nothing to win and nothing left to lose
And you give yourself away
And you give yourself away
And you give, and you give
And you give yourself away
With or without you
With or without you
I can't live, with or without you
With or without you
With or without you
I can't live, with or without you
With or without you","without you; or without; with or; and you; you give; you with; give yourself; yourself away; away and; can't live,",12
Looking for a New Love,Jody Watley,1987,16,https://www.songlyrics.com/jody-watley/looking-for-a-new-love-lyrics/,"Gave you love, you did me wrong
Didn't know what to do
But baby, I'm strong, gonna get over you
A new boy I'm gonna choose, you'll see
My love was true, still you threw it all away
Now other guys will have me, they'll appreciate my love
Tell me, how does it feel?
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
Was she hot, did she turn you out?
Curiosity rules my brain
Was she worth my heart, it's torn all apart
Are you going back again, tell me?
My love was true still you threw it all away
But now you're like the rest, unworthy of my best
Asta la vista, baby
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody else
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
I'm lookin' for a new love, baby, a new love
Yeah yeah yeah
Other guys will have me, they'll appreciate my love
Tell me, how does it feel?
Now you're like the rest, unworthy of my best
Asta la vista, baby
I'm lookin' for a new love, baby, a new love
I'm lookin' for a new love, baby, a new love
I'm lookin' for a new love, baby, a new love","a new; yeah yeah; baby, a; for a; i'm lookin'; lookin' for; love, baby,; new love; new love,; love yeah",0
Head to Toe,Lisa Lisa and Cult Jam,1987,17,https://www.songlyrics.com/lisa-lisa-and-cult-jam/head-to-toe-lyrics/,NA,NA; NA NA,NA
